text,original,tess,tess_match,smol,smol_match
0918LVY,True,YYY8LYYN,42.857142857142854,091,42.857142857142854
0918LVY,False,QVYY1LYVI,14.285714285714285,091,42.857142857142854
0918LVY,False,WN8LVV,14.285714285714285,091,42.857142857142854
0918LVY,False,WX8LYYE,0.0,None,0.0
0918LVY,False,438LYY0LL,0.0,None,0.0
0918LVY,False,YYIX8LYY,14.285714285714285,091,42.857142857142854
0918LVY,False,U18LYY,0.0,091,42.857142857142854
0918LVY,False,AYYLYY,0.0,091,42.857142857142854
0918LVY,False,WNX8LYVY,28.57142857142857,091,42.857142857142854
0918LVY,False,WY8LYVY,28.57142857142857,091,42.857142857142854
0918LVY,False,UNNLLVV,28.57142857142857,091,42.857142857142854
0962LLT,True,TLL269,14.285714285714285,096,42.857142857142854
0962LLT,False,L062LLT,71.42857142857143,09,28.57142857142857
0962LLT,False,TLL269,14.285714285714285,09,28.57142857142857
0962LLT,False,TLL26O,14.285714285714285,<the text>,0.0
0962LLT,False,1LL15EEEQEEE2VEKIEDEEEEEEAE11LEEEJYLLYEE5E1YLEA11JXEJNEJLE4EEJ1DD31RIND4YDEG1DE7E0LE2EEE4E2S11EE41EL3EDEEEKELXEDE5N1EEE4ELED4EEEEEZEJAR1EEOED34EL44EE1DDVSRE11IEE5LYGDTVLSEEIEEENE1EEE1XEEL4EE1NPEKE4EEN4EEA4E1E13E4X111NEENYANMLLADNEESVDVEEEEDE5ZEEL221ED4101DS4ASE4PEP4EL4EEDPT5EXI41E5KL73EEKEEAE3V5EEEJEEEEEE2X54E3LY1NE45EXEEP1EV6241ELYEEEEAPEEEED4EEE7EI1E75EFAAKN4DA47NNN7AKA,0.0,09,28.57142857142857
0962LLT,False,TLL2,14.285714285714285,096,42.857142857142854
0962LLT,False,TL269KE,0.0,096,42.857142857142854
0962LLT,False,1LL2,14.285714285714285,096,42.857142857142854
0962LLT,False,ITLL269,0.0,096,42.857142857142854
0962LLT,False,062LLT,28.57142857142857,<the text>,0.0
0962LLT,False,1T,0.0,096,42.857142857142854
1062FRF,True,FRF26041,14.285714285714285,None,0.0
1062FRF,False,4,0.0,None,0.0
1062FRF,False,,0.0,None,0.0
1062FRF,False,FAF2,14.285714285714285,10,28.57142857142857
1062FRF,False,C,0.0,106,42.857142857142854
1062FRF,False,URLAVU11I1,0.0,106,42.857142857142854
1062FRF,False,FRF26014N,14.285714285714285,106,42.857142857142854
1062FRF,False,LRF26Y11,14.285714285714285,None,0.0
1062FRF,False,LRF26014I,14.285714285714285,106,42.857142857142854
1062FRF,False,QLIQL2Q11I,0.0,None,0.0
1062FRF,False,1,14.285714285714285,None,0.0
1607FDB,True,1,14.285714285714285,None,0.0
1670JLN,True,None,0.0,16,28.57142857142857
1670JLN,False,NJL7016,0.0,16,28.57142857142857
1670JLN,False,1670JLN,100.0,167,42.857142857142854
1670JLN,False,AI1LU11EI71JJLN1M,0.0,167,42.857142857142854
1670JLN,False,1670JLN,100.0,16,28.57142857142857
1670JLN,False,1670JLN,100.0,None,0.0
1670JLN,False,7L1NJL0761,28.57142857142857,16,28.57142857142857
1670JLN,False,None,0.0,16,28.57142857142857
1670JLN,False,1670NJL,57.14285714285714,167,42.857142857142854
1670JLN,False,L7L3LNEE,0.0,<no text,0.0
1670JLN,False,NLJ0761,14.285714285714285,None,0.0
1718KBC,True,I1718KB04,0.0,17,28.57142857142857
1718KBC,False,I1718K98,0.0,17,28.57142857142857
1718KBC,False,II718KDCDA,0.0,17,28.57142857142857
1718KBC,False,Q71801KO,42.857142857142854,171,42.857142857142854
1718KBC,False,C1718K090,0.0,171,42.857142857142854
1718KBC,False,K6B,0.0,None,0.0
1718KBC,False,3C18KB17D,57.14285714285714,None,0.0
1718KBC,False,I718KCD,57.14285714285714,None,0.0
1718KBC,False,D1DK6EAELN,0.0,None,0.0
1718KBC,False,CI1718KCD,14.285714285714285,171,42.857142857142854
1718KBC,False,3I1718KCS,14.285714285714285,171,42.857142857142854
1789JBH,True,3I1718KCS,14.285714285714285,171,42.857142857142854
1881BSG,True,3I1718KCS,14.285714285714285,171,42.857142857142854
2187LMB,True,Q187LMB,85.71428571428571,21,28.57142857142857
2288HGS,True,2288HGXS,85.71428571428571,228,42.857142857142854
2288HGS,False,2288HGLS,85.71428571428571,228,42.857142857142854
2288HGS,False,2288HGS,100.0,228,42.857142857142854
2288HGS,False,2288HGS1,100.0,228,42.857142857142854
2288HGS,False,4Q7E,0.0,27,14.285714285714285
2288HGS,False,783H65Q4,0.0,228,42.857142857142854
2288HGS,False,221L8EH3NEH,28.57142857142857,201,14.285714285714285
2288HGS,False,22V88H6S,42.857142857142854,22,28.57142857142857
2288HGS,False,B2288HGS,28.57142857142857,228,42.857142857142854
2288HGS,False,F2288HOS,28.57142857142857,228,42.857142857142854
2288HGS,False,2288HGS,100.0,228,42.857142857142854
2370MWM,True,IMLMB0732,0.0,237,42.857142857142854
2377JZG,True,6ZJ773E2,14.285714285714285,237,42.857142857142854
2377JZG,False,6ZJ773E2,14.285714285714285,<the text>,0.0
2377JZG,False,6ZJ773E2,14.285714285714285,237,42.857142857142854
2377JZG,False,None,0.0,<the text>,0.0
2377JZG,False,6ZJ7732,14.285714285714285,<the text>,0.0
2377JZG,False,UET1IZC1JAU7U7II3UL7U144EYU41III1IIIIII,14.285714285714285,None,0.0
2377JZG,False,6ZJ773E2,14.285714285714285,<the text>,0.0
2377JZG,False,GZJ773E2,14.285714285714285,<the text>,0.0
2377JZG,False,IDUEWAZ1IE1UJIN7734IJZIIQJ1,0.0,None,0.0
2377JZG,False,6Z2JJ77,14.285714285714285,23,28.57142857142857
2377JZG,False,None,0.0,237,42.857142857142854
2495KGR,True,N2ANSKGR,0.0,249,42.857142857142854
2495KGR,False,IILUN7LQE3LILHULLDEEF1LUNKI4TIEI1IYKIVKGIHYNELE,0.0,249,42.857142857142854
2495KGR,False,QD4EDE4JLUDAEQDLEE,0.0,24,28.57142857142857
2495KGR,False,I,0.0,249,42.857142857142854
2495KGR,False,A24NSKGR,0.0,249,42.857142857142854
2495KGR,False,2AQSKGR,57.14285714285714,249,42.857142857142854
2495KGR,False,2ZQSKR,28.57142857142857,249,42.857142857142854
2495KGR,False,2AQSKGR,57.14285714285714,249,42.857142857142854
2495KGR,False,None,0.0,None,0.0
2495KGR,False,None,0.0,249,42.857142857142854
2495KGR,False,K2ELQSKGR,0.0,<autodib,0.0
2513KVH,True,IEKVH3D12,0.0,251,42.857142857142854
2533JST,True,None,0.0,253,42.857142857142854
2547GMY,True,G67AE25O0,0.0,254,42.857142857142854
2561KZX,False,None,0.0,256,42.857142857142854
2724HCW,True,272LHCD7,71.42857142857143,27,28.57142857142857
2724HCW,False,VNFCWL21LL1U,0.0,272,42.857142857142854
2724HCW,False,3Q1EDSV15EAEEWEEE3EEKEAEE5EEE5ETEE4DEEWAEEEE5E,0.0,27,28.57142857142857
2724HCW,False,S527D2LHCNE,14.285714285714285,27,28.57142857142857
2724HCW,False,QE7LQ4HCL,0.0,272,42.857142857142854
2724HCW,False,OIIIIEN2L72IKCVNMDI4XIIIIINIIYI5N,0.0,27,28.57142857142857
2724HCW,False,LKSE424EEEE4EEPLEEL1U4511SEL11EEEEZ41C4EE5EE7EEAKEAJEEEVEEJEDEE0EDLSEEESE4PPE4EE1EEE1EE1EE7DEELE3KE0EE3EIE9EEQYEEE3QLIEEI5LEXN1EK1PE5EE4EESVP5EEEN3EAELD,0.0,70,0.0
2724HCW,False,272AHCHJ,71.42857142857143,27,28.57142857142857
2724HCW,False,7E6F41EKEEE4MEKEE0K3D44EENEE4P2EE41DEE4EELLDDE1NEEEE3DEEE43N4DEEQ5V29YE1EJF5EEDSE1EWE7EEEXETF,0.0,BADUM,0.0
2724HCW,False,272LHCD,71.42857142857143,272,42.857142857142854
2724HCW,False,NYLNYEL3HP21AMQLEAI,0.0,272,42.857142857142854
2753LBJ,True,7253LBJP,71.42857142857143,AM CARS A,0.0
2878KZX,False,XZKI7882,0.0,287,42.857142857142854
3002LZR,True,3002LZR,100.0,None,0.0
3126MMN,True,3002LZR,100.0,None,0.0
3129JRM,True,None,0.0,31,28.57142857142857
3380DWG,True,H3380D,14.285714285714285,338,42.857142857142854
3448LXB,True,BXL84W43,14.285714285714285,344,42.857142857142854
3448LXB,False,BXL8LLE3,28.57142857142857,344,42.857142857142854
3448LXB,False,A7A3ZZ48,0.0,348,28.57142857142857
3448LXB,False,BXL84E43,14.285714285714285,344,42.857142857142854
3448LXB,False,L8LL3I,0.0,34,28.57142857142857
3448LXB,False,XL844A3,0.0,344,42.857142857142854
3448LXB,False,XL844N3,0.0,34,28.57142857142857
3448LXB,False,ZDZ748ZM,0.0,344,42.857142857142854
3448LXB,False,BXL8AJA3,14.285714285714285,None,0.0
3448LXB,False,BYL8,14.285714285714285,None,0.0
3448LXB,False,BXL8LLI3,28.57142857142857,344,42.857142857142854
3452GHC,True,CHGQ25A314N,0.0,345,42.857142857142854
3478HWT,True,HL71D783,14.285714285714285,347,42.857142857142854
3561CXR,True,1,0.0,35,28.57142857142857
3561CXR,False,1,0.0,356,42.857142857142854
3561CXR,False,1,0.0,356,42.857142857142854
3561CXR,False,1,0.0,35,28.57142857142857
3561CXR,False,None,0.0,35,28.57142857142857
3561CXR,False,NLWZIC11I,0.0,None,0.0
3561CXR,False,D1,0.0,356,42.857142857142854
3561CXR,False,KEXEEEEK1PE5AAEE134EL2LEEEA1Q4L4X5EDELEJEEYMET1KEEEJEEHEEL3KEE1IL34EJEELEE144ES4EAES1E1EZEV7KEEETE434EZEKELED7EDIEE4E3YKLEEEJAKECCDWLEEESEVEELEYY1EZEDLYFLELJ4EESA3ENEX3EEEE7EEELNEEEP5NEELEES4EZEEEJE93EEEDYLNA,0.0,356,42.857142857142854
3561CXR,False,IE404DFDLNLE1DEEUEODP14S,0.0,356,42.857142857142854
3561CXR,False,1,0.0,356,42.857142857142854
3561CXR,False,LEE13P4EENEEE5E4EELED74EE4D4EK0ESEXDKEEEXE4Q5YEDEE7AEL35EAEE5A7E5EE4JAEDEFYEEDE11E9EE1EEVSEEP5DZEEEEEAE0EL9EEEDEEEFDEK21EEEEEE3LEE4EEEEEE5EEQKEEVEE1EEEEEI9DEFAE2E0EDEES17NE1VLEELQFEESARX41EE0AEED2EELELE424EEEEEEDEAEDEOEEE55EEYEEEAPSEDEE5EE4E41EEEEEEE1EV4ENEAA,14.285714285714285,356,42.857142857142854
3637FRG,False,3637FRG,100.0,363,42.857142857142854
3654MYH,True,None,0.0,365,42.857142857142854
3824JLB,True,LLG2J3,14.285714285714285,30,14.285714285714285
3857JXJ,True,None,0.0,38,28.57142857142857
4003GKC,True,C0K3GLQ0,42.857142857142854,40,28.57142857142857
4003GKC,False,41PEDKCEEE7AQEEV,42.857142857142854,400,42.857142857142854
4003GKC,False,CAA,0.0,40,28.57142857142857
4003GKC,False,L003GKCK,85.71428571428571,400,42.857142857142854
4003GKC,False,Z00C3GKC1,28.57142857142857,400,42.857142857142854
4003GKC,False,3EE3EE3E3VQEEEE3474D4EE4EE00EEEADEEEEAD2E1,14.285714285714285,400,42.857142857142854
4003GKC,False,70KC3GL00,14.285714285714285,40,28.57142857142857
4003GKC,False,H4KC0G03AO,0.0,400,42.857142857142854
4003GKC,False,40003G6KCIAEE2E04V54E1I5C0,42.857142857142854,DILUCARS,0.0
4003GKC,False,0KC3G0LO,28.57142857142857,400,42.857142857142854
4003GKC,False,CCK3GA0,28.57142857142857,40,28.57142857142857
4022LXD,True,DXL220LD,14.285714285714285,None,0.0
4037KMN,True,DXL220LD,14.285714285714285,None,0.0
4055jtl,True,4O55JTL,42.857142857142854,405,42.857142857142854
4055jtl,False,LZTJDD550AAI,0.0,<the text>,14.285714285714285
4055jtl,False,4O55JTL,42.857142857142854,405,42.857142857142854
4055jtl,False,5Q5JTES,14.285714285714285,405,42.857142857142854
4055jtl,False,AC55JTLJ,28.57142857142857,40,28.57142857142857
4055jtl,False,N13EL5JLPLJ,0.0,40,28.57142857142857
4055jtl,False,4055JTL,57.14285714285714,405,42.857142857142854
4055jtl,False,LTEJ550A,0.0,40,28.57142857142857
4055jtl,False,LTJ55NLB,14.285714285714285,405,42.857142857142854
4055jtl,False,MN5LI5IJTLLD,14.285714285714285,405,42.857142857142854
4055jtl,False,IULIHP055AJTLJ,0.0,40,28.57142857142857
4092LJY,True,YJLE2QE04,0.0,409,42.857142857142854
4193KRS,True,4,14.285714285714285,None,0.0
4218GLJ,True,J8421,0.0,None,0.0
4266KML,True,J8421,0.0,None,0.0
4280KSW,True,None,0.0,42,28.57142857142857
4334NFH,True,I4334NFH,14.285714285714285,433,42.857142857142854
4334NFH,False,4334NFH,100.0,433,42.857142857142854
4334NFH,False,I4334NFH,14.285714285714285,433,42.857142857142854
4334NFH,False,HFN44334,14.285714285714285,433,42.857142857142854
4334NFH,False,HFN433IA,14.285714285714285,433,42.857142857142854
4334NFH,False,I4334NFH,14.285714285714285,433,42.857142857142854
4334NFH,False,44JJ4UFW,14.285714285714285,433,42.857142857142854
4334NFH,False,1ENKNF33PAD4E444EELEN1E1EYEA4AA,28.57142857142857,483,28.57142857142857
4334NFH,False,IA33TANFH,14.285714285714285,43,28.57142857142857
4334NFH,False,None,0.0,43,28.57142857142857
4334NFH,False,J4334NFH,14.285714285714285,433,42.857142857142854
4425LZL,True,L1L524EA,14.285714285714285,None,0.0
4425LZL,False,LUL524I4Y,14.285714285714285,442,42.857142857142854
4425LZL,False,L1L524EAL,14.285714285714285,None,0.0
4425LZL,False,I1L52L84,14.285714285714285,44,28.57142857142857
4425LZL,False,LZL524I4,14.285714285714285,442,42.857142857142854
4425LZL,False,L1L52414I,14.285714285714285,None,0.0
4425LZL,False,LZL524A,14.285714285714285,None,0.0
4425LZL,False,L1L524E4I,14.285714285714285,442,42.857142857142854
4425LZL,False,L1L5244,14.285714285714285,442,42.857142857142854
4425LZL,False,L1L52AIA,14.285714285714285,442,42.857142857142854
4425LZL,False,4EYA6YVI,14.285714285714285,None,0.0
4444LCN,True,I,0.0,444,42.857142857142854
4517MFC,True,None,0.0,None,0.0
4517MFC,False,7WFCD11,0.0,None,0.0
4517MFC,False,LE2,0.0,45,28.57142857142857
4517MFC,False,None,0.0,None,0.0
4517MFC,False,5D4LII,0.0,'The text,0.0
4517MFC,False,I5Y,14.285714285714285,TABY/,0.0
4517MFC,False,DLEDEP59E,0.0,"""The text",0.0
4517MFC,False,None,0.0,None,0.0
4517MFC,False,CITDVA4I1,0.0,451,42.857142857142854
4517MFC,False,FMC5,0.0,45,28.57142857142857
4517MFC,False,C,0.0,None,0.0
4613HYF,False,4613HYF,100.0,461,42.857142857142854
4624JVL,True,LVJD4264,0.0,None,0.0
4709HFT,True,TFHCO7BL,0.0,470,42.857142857142854
4709HFT,False,TFHA9017L,0.0,470,42.857142857142854
4709HFT,False,TFHCO7VL,0.0,470,42.857142857142854
4709HFT,False,TFHE307LED2EAL,0.0,470,42.857142857142854
4709HFT,False,TFH3O7LN,0.0,470,42.857142857142854
4709HFT,False,TFHCO7EL,0.0,470,42.857142857142854
4709HFT,False,TFHE3O7EEL,0.0,470,42.857142857142854
4709HFT,False,TFH3MO7L,0.0,470,42.857142857142854
4709HFT,False,TFH3O7,0.0,470,42.857142857142854
4709HFT,False,ATFH97LA0N,0.0,470,42.857142857142854
4709HFT,False,TFH307VL,0.0,None,0.0
4786FWR,True,7648FR,14.285714285714285,47,28.57142857142857
4788MNS,True,L8S,0.0,478,42.857142857142854
4953DKG,True,NLIS30KSG4N,0.0,495,42.857142857142854
4953DKG,False,NKAILEEALDE244A3SLL31DK51G5WMJ44N,0.0,L953,42.857142857142854
4953DKG,False,KLSI3DKG,0.0,None,0.0
4953DKG,False,LII30KGY,42.857142857142854,495,42.857142857142854
4953DKG,False,LIS3NKG,42.857142857142854,495,42.857142857142854
4953DKG,False,LIS3BK6,28.57142857142857,495,42.857142857142854
4953DKG,False,ANS3,14.285714285714285,495,42.857142857142854
4953DKG,False,VSS13DK6,0.0,495,42.857142857142854
4953DKG,False,AIS3D,28.57142857142857,None,0.0
4953DKG,False,ANS3NKG,42.857142857142854,495,42.857142857142854
4953DKG,False,LII30K61,28.57142857142857,495,42.857142857142854
4967LYL,True,AALDELXDLLUI4S,0.0,49,28.57142857142857
4967LYL,False,LDEEEE51YEEMDEEEEEPEEEJDE41LYEDE4EES1EEE7,0.0,49,28.57142857142857
4967LYL,False,UND55VDENYYSD,0.0,496,42.857142857142854
4967LYL,False,QEDYLXD19E1SDNQEN4EEDDI3NEDDE0LKTEXDAE5IEDEXPDE0E414JQNE1DEEEEXENEED7X31END1E,14.285714285714285,496,42.857142857142854
4967LYL,False,QKEENENEEADE1EEE7D,0.0,496,42.857142857142854
4967LYL,False,DCNLI,0.0,None,0.0
4967LYL,False,AD45DUEELLAA1UEA,0.0,496,42.857142857142854
4967LYL,False,WKKL14D4L6SEDETJH0IDLX4L4EPADEENF0EELDLEEJDETIDNENN1NEE4DDS19LE5EDEJAN1EC1EWN7441E0SE1DIS7LDNL5EE1EA4N,0.0,49,28.57142857142857
4967LYL,False,NENDLNDLLAL,14.285714285714285,None,0.0
4967LYL,False,AS3LLDIA,14.285714285714285,49,28.57142857142857
4967LYL,False,55DTELTEGJ5IE3EADLLKE7E3EFXELEEDEEEEDD13EEEE51VP0ELSS1PE1YYEEEEF1EEIL03N7WPER4WELL3E7LAEEEE3EDRIKEEEIE5EELEEEE7EEEEEPEELEP1NEEEE1ED1IE1ELEE3XEPEPIPEIAE20E2AEDENDEE1ED4AEDE1DEE1AAEEE1L3FEDELEXEAELEEEEEAJ4EN0E4EN2PE4XEEE11DSEEAEE2ENENEE0EEEEEE34DNVDDE0EDLDLNLADEEEE1DD1EELAAQEEL0EEJLD0LS111FNL,0.0,496,42.857142857142854
4971JHP,True,LU71JHP,71.42857142857143,None,0.0
4971JHP,False,U7YJHP,0.0,497,42.857142857142854
4971JHP,False,971JHP,0.0,None,0.0
4971JHP,False,LS71JHP,71.42857142857143,None,0.0
4971JHP,False,F313A73H3341QJEE1A,0.0,<?,0.0
4971JHP,False,871JHP,0.0,None,0.0
4971JHP,False,LU71JHP,71.42857142857143,None,0.0
4971JHP,False,U71JHP,0.0,None,0.0
4971JHP,False,871JHP,0.0,497,42.857142857142854
4971JHP,False,371JHPI,0.0,49,28.57142857142857
4971JHP,False,S7LJHP,0.0,None,0.0
4977HNF,True,S7LJHP,0.0,None,0.0
4981KBP,True,FDL981KPB,0.0,498,42.857142857142854
4981KBP,False,TAO81KP,14.285714285714285,None,0.0
4981KBP,False,400IKP5D,28.57142857142857,498,42.857142857142854
4981KBP,False,A91KP,14.285714285714285,None,0.0
4981KBP,False,L981KPB,57.14285714285714,49,28.57142857142857
4981KBP,False,C49LD1KPA,0.0,49,28.57142857142857
4981KBP,False,Z98LKP1IIL,42.857142857142854,49,28.57142857142857
4981KBP,False,1AEKD,0.0,498,42.857142857142854
4981KBP,False,ATA981KD,0.0,49,28.57142857142857
4981KBP,False,AELEEEEEE5TE4935KEPEEXE9K37EE7EEENEEES1EEEEEEEE4KEEEEKE2EEE1E4EEEEEEELEEEEEE534SEEEE4EEEEEE4EEJEEEE2E2EXEEEEDEE3EEEEEEEE3NSEEEEEAE2EE9EELEZEEEE0LEEESEEEAEEEPEE3PEJEEEEEEEEK4,0.0,49,28.57142857142857
4981KBP,False,A981KPB,57.14285714285714,49,28.57142857142857
4990BMC,False,19ML9G11111I,14.285714285714285,<the text>,0.0
5028HDM,True,MDHB2805,0.0,None,0.0
5028HDM,False,M0W230OA,14.285714285714285,None,0.0
5028HDM,False,M0A200ON,14.285714285714285,508,28.57142857142857
